source,h2,ch4,c2h6,c2h4,c2h2,co,co2,scale,source_scale,label_raw,label_std
alan456/data.xlsx,56.2,11.3,30.3,5,11.2,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,123.8,37.3,76.1,9.5,18.6,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,12.9,8.5,26.5,0,7.2,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,626.37,371.94,251.29,11.94,415.18,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,612,117.44,117.15,14.78,96.68,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,110.55,66.52,165.85,25.29,71.16,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,32.8,13.5,29.5,3.7,157,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,112,15.4,26.3,2.8,92,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,102,3.9,7.7,0.8,39.2,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,81,7.3,26.4,6.3,111,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,334,39.9,5.35,47.8,247.6,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,5.5,2.7,0,9.6,3.8,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,15.4,1.64,5.2,0.9,21.6,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,29,26.3,27,1.8,82.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,24.2,3.2,16.6,3.7,100.6,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,20,12,56,1.2,274,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,154.6,50.9,46.8,3.8,152.8,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,161.2,38.4,35.1,4.4,125.4,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,120,60,7.6,2.2,370,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,120,60,7.6,2.2,370,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,145.28,9.22,5.06,12.64,21.25,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,292,71.4,4,10.9,209.8,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,361,29.56,25.69,2.74,197.01,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,4.3,1,0.3,0.4,3.2,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,96,39.9,84,13.6,268.3,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,304,51.4,33,15.9,138.3,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1045,147,285,14,1680,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,173,74,264,10,1071,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,10081,669,493.9,22.8,3977,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,200.83,59.45,40.48,0,150.84,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,1.54,15.74,7.02,1.56,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.05,7.55,5.48,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.77,14.972,12.725,1.45,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.62,16.772,8.072,1.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.08,8.939,6.788,0.908,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.21,21.34,14.92,2.03,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.67,15.232,6.891,1.658,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.175,8.393,5.124,0.807,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.937,16.294,10.436,1.275,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.53,10.638,4.623,1.067,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.082,9.523,5.469,0.756,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.46,5.509,2.96,0.634,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.062,6.981,5.016,0.757,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.138,10.711,6.701,0.779,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.51,6.656,3.481,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.025,4.763,3.44,0.832,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.643,14.281,2.188,0.515,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.171,6.535,4.767,0.257,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.452,18.23,12.277,1.631,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.477,13.829,6.424,1.408,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.704,3.379,2.688,0.366,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.534,15.171,13.173,0.391,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.123,7.668,5.12,1.141,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.534,5.171,3.173,0.391,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.831,14.605,1.913,0.439,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.359,9.534,0.928,6.606,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,3.015,13.307,2.547,2.547,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.567,12.384,6.094,1.379,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.703,11.834,7.37,1.146,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.477,16.061,1.936,1.429,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.567,9.603,5.526,1.445,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.703,10.785,7.297,1.082,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.654,15.308,11.281,1.336,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.672,9.131,4.872,1.123,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.703,9.43,6.53,0.94,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.654,11.595,9.483,1.165,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.71,8.092,6.519,0.928,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.718,12.771,12.2,0.296,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.591,15.204,10.927,1.309,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.24,13.609,5.611,5.611,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.823,12.29,7.26,1.03,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.591,11.27,10.05,1.16,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.698,13.609,5.611,5.611,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.23,13.58,7.59,1.25,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.6,12.431,7.802,1.323,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.698,22.448,11.326,2.507,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.23,11.38,7.3,1,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.6,17.23,11.65,1.43,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.698,13.51,6.73,1.37,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.83,16.71,11.99,1.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.645,8.453,4.734,1.162,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.334,13.081,8.834,1.526,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.922,13.032,9.004,4.653,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.432,13.081,8.834,1.526,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.72,16.8,11.58,1.49,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.79,15.89,6.43,1.5,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,8.36,12.168,7.828,1.143,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.989,16.601,12.22,1.492,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.676,13.533,7.242,1.498,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.252,10.02,7.655,1.153,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.988,13.302,8.236,0.974,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.13,7.73,5.54,1.08,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.23,7.2,6.08,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.984,13.203,10.9,1.413,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.43,9.83,5.64,1.2,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.77,13.84,7.62,1.3,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.976,10.385,10.006,1.172,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.89,12.17,5.18,1.53,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.61,12.79,8.77,1.17,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.93,9.31,5.37,1.14,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.98,8.29,5.87,0.99,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.983,10,8.67,1.02,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.39,11.17,5.19,1.19,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.85,13.77,8.1,1.17,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.59,12.06,9.45,1.3,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.39,10.8,5.13,1.17,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,0.99,12.57,7.29,1.42,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.34,14.75,10.78,1.47,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.98,12.13,6.07,1.3,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.16,12.99,8.22,1.14,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.9,17.93,12.36,1.55,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.85,14.79,6.21,1.5,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,2.05,13.17,9.86,1.38,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,1.61,16.57,11.76,1.15,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,32,10.7,1.5,1.2,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,17,2.9,1.4,0.9,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,23,3.2,1.7,0.6,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,23,3.2,1.5,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,4.2,0.4,0.4,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,52,30.9,4.8,3.1,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,15.95,14.1,5.03,5.18,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,16.81,14.33,3.94,5.76,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,19.45,17.68,5.15,6.63,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,18.34,14.74,4.25,4.32,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,29.24,28.02,8.47,13.77,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,29.07,20.88,9.46,12.05,0.7,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,30.42,21.18,9.03,13.17,0.5,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,15.92,13.04,2.69,5.2,0.37,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,16.58,13.56,3.24,5.66,0,,,μL/L,μL/L,低温过热,低温过热
alan456/data.xlsx,269.66,638.08,185.16,544.64,0.88,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,27.73,28.43,8.91,11.21,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,22.2,23.95,8.46,10.38,0,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,16.99,25.11,9.94,10.9,0.26,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,20.21,20.54,8.23,10.44,0.59,,,μL/L,μL/L,中温过热,中温过热
alan456/data.xlsx,8.72,12.47,2.12,7.85,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,14.77,14.06,2.05,7.96,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,16.69,30.66,3.1,14.57,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,12.81,12.64,1.9,8.13,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,19.8,21.37,1.8,13.14,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,15.67,17.57,0.6,10.04,0.13,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,18.27,21.36,1.77,12.09,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,16.41,18.88,1.53,10.86,0,,,μL/L,μL/L,高温过热,高温过热
alan456/data.xlsx,791.4,40.54,3.49,0.92,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,765.5,39.71,4.32,0.92,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,226.37,16.85,1.24,0.55,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,244.83,15.05,1.55,0.55,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,230.6,12.45,0.87,0.39,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,238.59,12.86,0.77,0.44,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,151.02,13.05,1.89,1.44,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,180.97,11.69,1.59,1.13,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,62.51,3.36,0.61,0.5,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,155.29,12.08,2.21,1.76,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,133.41,9.97,1.5,1.31,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,171.13,5.88,1.67,0.5,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,177.82,7.58,1.64,0.54,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,194.55,8.01,1.53,0.32,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,152.46,4.98,0.74,0.29,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,173.27,7.45,1.89,0.42,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,41.66,3.11,1.13,0.64,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,150.62,7.37,1.48,0.86,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,164.85,8.04,3.91,0.98,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,76.19,6.61,0.54,0.36,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,537.04,59.45,6.57,4.79,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,502.1,40.55,4.06,1.64,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,316.65,35.28,3.65,1.71,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,354.43,38.57,3.6,1.67,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,423.18,30.77,3.03,1.46,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,421.22,30.87,2.73,1.36,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,370.93,33.46,3.28,1.61,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,371.47,30.71,3.98,1.55,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,342.91,30.78,2.7,1.52,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,409.5,24.76,2.94,1.76,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,370.22,21.22,2.46,1.52,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,658.56,21.63,2.61,2.27,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,171.95,17.74,2.19,1.7,0,,,μL/L,μL/L,局部放电,局部放电
alan456/data.xlsx,23346.19,4902.07,1738.49,13587.17,15258.89,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,277.39,74.73,8.31,100.04,205.19,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,344.27,77.35,8.06,100.45,208.49,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,74810.28,7139.15,664.83,13471.28,15150.69,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,467.45,135.68,16.14,203.78,441.2,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,7775.1,3269.74,146.25,2148.13,5840.55,,,μL/L,μL/L,低能放电,低能放电
alan456/data.xlsx,121,14,3,29,74,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,207,21.08,4.28,67.34,141.9,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,300.4,42.14,3.25,43.18,64.71,,,μL/L,μL/L,高能放电,高能放电
alan456/data.xlsx,14.2,18.1,4.82,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16.1,4.95,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,18,4.13,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,15.6,4.85,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,17.7,4.48,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,15.4,4.57,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,16.1,4.95,0.85,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.8,4.1,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,18.5,4.17,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,16.4,4.12,0.72,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,17,4.31,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,15.5,4.34,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,17.6,4.88,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,16.2,4.31,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,16.6,4.22,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,16,4.85,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,18.6,4.09,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,18.1,4.95,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,16.3,4.32,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,15.6,4.82,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,18.2,4.17,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,16.1,4.86,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,17.4,4.18,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,17.8,4.19,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,16.3,4.3,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,17.2,4.53,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,17.1,4.34,0.88,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16,4.67,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,15.3,4.13,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,15.6,4.4,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.2,18.5,4.66,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.2,17.3,4.06,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,15.7,4.69,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,18.2,4.73,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,15.6,4.4,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,16.4,4.93,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,15.9,4.06,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,17.3,4.45,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,17.3,4.95,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,16.8,4.55,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,16.8,4.21,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,17.1,4.38,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,17.9,4.64,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,18.4,4.8,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,15.4,4.26,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,17.8,4.37,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,15.9,4.24,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,15.9,4.24,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,15.9,4.24,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,17.4,4.08,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,15.6,4.92,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13,16.3,4.31,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.7,15.9,4.79,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,17.5,4.86,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,15.8,4.79,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,16.1,4.39,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,18.5,4.15,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,15.9,4.25,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.2,17.3,4.78,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.6,4.71,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,17.8,4.19,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,15.4,4.23,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,16.8,4.35,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.8,17.4,4.37,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.6,4.36,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,16.6,4.71,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,18.4,4.35,0.73,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,16.9,4.55,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,16.6,4.45,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,18.1,4.46,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,16.3,4.43,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.6,16,4.13,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,18.4,4.75,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,17.2,4.93,0.8,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.9,18,4.95,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.3,17.3,4.31,0.87,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,17.1,4.66,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,16.2,4.21,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16.6,4.92,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,16.8,4.92,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,17.5,4.74,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.5,17.7,4.4,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.1,18.3,4.75,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14,18.6,4.67,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.8,18.2,4.7,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.7,18.4,4.94,0.74,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.8,16.8,4.74,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.1,17,4.93,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,15.4,4.48,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,14.1,17.5,4.15,0.77,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,15.7,4.08,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.2,17.7,4.31,0.83,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,15.4,4.39,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.5,15.6,4.13,0.75,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,18.2,4.79,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,18.2,4.23,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.9,18.3,4.61,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,18.1,4.9,0.79,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.4,16.9,4.07,0.82,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12,15.3,4.72,0.81,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.6,18.1,4.18,0.76,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.9,18,4.84,0.86,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,12.4,16.4,4.58,0.84,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,11.7,17.2,4.71,0.78,0,,,μL/L,μL/L,正常,正常
alan456/data.xlsx,13.3,16,4.85,0.73,0,,,μL/L,μL/L,正常,正常
